Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,24.80755564,Latin America & Caribbean,Upper middle income
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,75.19244436,Latin America & Caribbean,Upper middle income
Colombia,COL,Urban population growth (annual %),SP.URB.GROW,2002,2.069449547,Latin America & Caribbean,Upper middle income
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,2002,300.3347663,Sub-Saharan Africa,Lower middle income
Comoros,COM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Sub-Saharan Africa,Lower middle income
Comoros,COM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,65.08643,Sub-Saharan Africa,Lower middle income
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,72.04137329,Sub-Saharan Africa,Lower middle income
Comoros,COM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,27.95862671,Sub-Saharan Africa,Lower middle income
Comoros,COM,Urban population growth (annual %),SP.URB.GROW,2002,2.003072449,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,2002,23.70945678,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,19.09646313,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,71.91424,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,64.06293561,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,35.93706439,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Urban population growth (annual %),SP.URB.GROW,2002,4.518584232,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,2002,9.811920937,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,50.72316192,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,87.80583,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,40.02839331,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,59.97160669,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,Urban population growth (annual %),SP.URB.GROW,2002,3.249884909,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,2002,79.82187622,Latin America & Caribbean,High income
Costa Rica,CRI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,26.10473525,Latin America & Caribbean,High income
Costa Rica,CRI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,11.78091,Latin America & Caribbean,High income
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,38.72123664,Latin America & Caribbean,High income
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,61.27876336,Latin America & Caribbean,High income
Costa Rica,CRI,Urban population growth (annual %),SP.URB.GROW,2002,3.522770605,Latin America & Caribbean,High income
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,2002,58.66280189,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,17.02784237,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,65.53594,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,56.14096785,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,43.85903215,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,Urban population growth (annual %),SP.URB.GROW,2002,3.481791498,Sub-Saharan Africa,Lower middle income
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,2002,76.94544999,Europe & Central Asia,High income
Croatia,HRV,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Europe & Central Asia,High income
Croatia,HRV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0.4,Europe & Central Asia,High income
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,44.32545314,Europe & Central Asia,High income
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,55.67454686,Europe & Central Asia,High income
Croatia,HRV,Urban population growth (annual %),SP.URB.GROW,2002,0.028644525,Europe & Central Asia,High income
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,2002,105.0607952,Latin America & Caribbean,Upper middle income
Cuba,CUB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,19.68494871,Latin America & Caribbean,Upper middle income
Cuba,CUB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,2.15371,Latin America & Caribbean,Upper middle income
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,24.14851089,Latin America & Caribbean,Upper middle income
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,75.85148911,Latin America & Caribbean,Upper middle income
Cuba,CUB,Urban population growth (annual %),SP.URB.GROW,2002,0.250696194,Latin America & Caribbean,Upper middle income
Curacao,CUW,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Latin America & Caribbean,High income
Curacao,CUW,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,Latin America & Caribbean,High income
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,8.902968348,Latin America & Caribbean,High income
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,91.09703165,Latin America & Caribbean,High income
Curacao,CUW,Urban population growth (annual %),SP.URB.GROW,2002,0.163257013,Latin America & Caribbean,High income
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,2002,106.2164502,Europe & Central Asia,High income
Cyprus,CYP,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Europe & Central Asia,High income
Cyprus,CYP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0.2,Europe & Central Asia,High income
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,31.21364106,Europe & Central Asia,High income
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,68.78635894,Europe & Central Asia,High income
Cyprus,CYP,Urban population growth (annual %),SP.URB.GROW,2002,1.756418244,Europe & Central Asia,High income
Czechia,CZE,Population density (people per sq. km of land area),EN.POP.DNST,2002,131.964747,Europe & Central Asia,High income
Czechia,CZE,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,11.55354227,Europe & Central Asia,High income
Czechia,CZE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0.05,Europe & Central Asia,High income
Czechia,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,26.16399324,Europe & Central Asia,High income
Czechia,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,73.83600676,Europe & Central Asia,High income
Czechia,CZE,Urban population growth (annual %),SP.URB.GROW,2002,-0.297352818,Europe & Central Asia,High income
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,2002,134.398275,Europe & Central Asia,High income
Denmark,DNK,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,20.28450514,Europe & Central Asia,High income
Denmark,DNK,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0,Europe & Central Asia,High income
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,14.69999695,Europe & Central Asia,High income
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,85.30000305,Europe & Central Asia,High income
Denmark,DNK,Urban population growth (annual %),SP.URB.GROW,2002,0.450500536,Europe & Central Asia,High income
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,2002,34.32157032,Middle East & North Africa,Lower middle income
Djibouti,DJI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Middle East & North Africa,Lower middle income
Djibouti,DJI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,74.76156,Middle East & North Africa,Lower middle income
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,27.54966424,Middle East & North Africa,Lower middle income
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,72.45033576,Middle East & North Africa,Lower middle income
Djibouti,DJI,Urban population growth (annual %),SP.URB.GROW,2002,2.487145529,Middle East & North Africa,Lower middle income
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,2002,91.156,Latin America & Caribbean,Upper middle income
Dominica,DMA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Latin America & Caribbean,Upper middle income
Dominica,DMA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,Latin America & Caribbean,Upper middle income
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,34.47907496,Latin America & Caribbean,Upper middle income
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,65.52092504,Latin America & Caribbean,Upper middle income
Dominica,DMA,Urban population growth (annual %),SP.URB.GROW,2002,0.364543551,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2002,183.2381495,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,24.03649474,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,27.79214,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,36.70859775,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,63.29140225,Latin America & Caribbean,Upper middle income
Dominican Republic,DOM,Urban population growth (annual %),SP.URB.GROW,2002,3.083941285,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,2002,52.90091802,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,27.35334063,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,57.84727,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,38.71287319,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,61.28712681,Latin America & Caribbean,Upper middle income
Ecuador,ECU,Urban population growth (annual %),SP.URB.GROW,2002,2.197869698,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,2002,76.58761063,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,23.49889795,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,36.71599,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,57.16523705,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,42.83476295,Middle East & North Africa,Lower middle income
"Egypt, Arab Rep.",EGY,Urban population growth (annual %),SP.URB.GROW,2002,2.223352989,Middle East & North Africa,Lower middle income
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,2002,288.9300676,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,17.815095,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,49.5,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,41.6513766,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,58.3486234,Latin America & Caribbean,Upper middle income
El Salvador,SLV,Urban population growth (annual %),SP.URB.GROW,2002,1.858119862,Latin America & Caribbean,Upper middle income
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,2002,28.44766488,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,60.09282,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,60.80308496,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,39.19691504,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,Urban population growth (annual %),SP.URB.GROW,2002,7.073571413,Sub-Saharan Africa,Upper middle income
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,2002,23.69285149,Sub-Saharan Africa,Low income
Eritrea,ERI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Sub-Saharan Africa,Low income
Eritrea,ERI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,74.76156,Sub-Saharan Africa,Low income
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,65.45792007,Sub-Saharan Africa,Low income
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,34.54207993,Sub-Saharan Africa,Low income
Eritrea,ERI,Urban population growth (annual %),SP.URB.GROW,2002,4.068544785,Sub-Saharan Africa,Low income
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,2002,32.53951404,Europe & Central Asia,High income
Estonia,EST,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Europe & Central Asia,High income
Estonia,EST,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0.05,Europe & Central Asia,High income
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,32.5909129,Europe & Central Asia,High income
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,67.4090871,Europe & Central Asia,High income
Estonia,EST,Urban population growth (annual %),SP.URB.GROW,2002,-0.609021158,Europe & Central Asia,High income
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,2002,61.59540698,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,55.35217,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,77.43091157,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,22.56908843,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,Urban population growth (annual %),SP.URB.GROW,2002,0.173295034,Sub-Saharan Africa,Lower middle income
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,2002,71.635517,Sub-Saharan Africa,Low income
Ethiopia,ETH,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,3.457046314,Sub-Saharan Africa,Low income
Ethiopia,ETH,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,89.07633,Sub-Saharan Africa,Low income
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,84.66676617,Sub-Saharan Africa,Low income
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,15.33323383,Sub-Saharan Africa,Low income
Ethiopia,ETH,Urban population growth (annual %),SP.URB.GROW,2002,4.459225725,Sub-Saharan Africa,Low income
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,2002,33.90759312,Europe & Central Asia,High income
Faroe Islands,FRO,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Europe & Central Asia,High income
Faroe Islands,FRO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,Europe & Central Asia,High income
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,64.06345749,Europe & Central Asia,High income
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,35.93654251,Europe & Central Asia,High income
Faroe Islands,FRO,Urban population growth (annual %),SP.URB.GROW,2002,1.498443744,Europe & Central Asia,High income
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,2002,46.96491516,East Asia & Pacific,Upper middle income
Fiji,FJI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,East Asia & Pacific,Upper middle income
Fiji,FJI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,15,East Asia & Pacific,Upper middle income
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,51.22048609,East Asia & Pacific,Upper middle income
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,48.77951391,East Asia & Pacific,Upper middle income
Fiji,FJI,Urban population growth (annual %),SP.URB.GROW,2002,1.711605988,East Asia & Pacific,Upper middle income
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,2002,17.07409304,Europe & Central Asia,High income
Finland,FIN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,20.00510326,Europe & Central Asia,High income
Finland,FIN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0,Europe & Central Asia,High income
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,32.20483584,Europe & Central Asia,High income
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,67.79516416,Europe & Central Asia,High income
Finland,FIN,Urban population growth (annual %),SP.URB.GROW,2002,0.681319415,Europe & Central Asia,High income
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,2002,114.6899378,Europe & Central Asia,High income
France,FRA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,22.40525171,Europe & Central Asia,High income
France,FRA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0,Europe & Central Asia,High income
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,22.74561334,Europe & Central Asia,High income
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,77.25438666,Europe & Central Asia,High income
France,FRA,Urban population growth (annual %),SP.URB.GROW,2002,1.17713925,Europe & Central Asia,High income
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,2002,71.38432728,East Asia & Pacific,High income
French Polynesia,PYF,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,East Asia & Pacific,High income
French Polynesia,PYF,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,East Asia & Pacific,High income
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,44.13682056,East Asia & Pacific,High income
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,55.86317944,East Asia & Pacific,High income
French Polynesia,PYF,Urban population growth (annual %),SP.URB.GROW,2002,1.44154376,East Asia & Pacific,High income
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,2002,5.220378779,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,55.55895,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,18.77947581,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,81.22052419,Sub-Saharan Africa,Upper middle income
Gabon,GAB,Urban population growth (annual %),SP.URB.GROW,2002,3.68216732,Sub-Saharan Africa,Upper middle income
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,2002,151.7481225,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,55.11779,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,50.42688466,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,49.57311534,Sub-Saharan Africa,Low income
"Gambia, The",GMB,Urban population growth (annual %),SP.URB.GROW,2002,5.184583351,Sub-Saharan Africa,Low income
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,2002,69.60556702,Europe & Central Asia,Upper middle income
Georgia,GEO,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,27.18504266,Europe & Central Asia,Upper middle income
Georgia,GEO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,13.6,Europe & Central Asia,Upper middle income
Georgia,GEO,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,47.5872324,Europe & Central Asia,Upper middle income
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,52.4127676,Europe & Central Asia,Upper middle income
Georgia,GEO,Urban population growth (annual %),SP.URB.GROW,2002,-0.891637101,Europe & Central Asia,Upper middle income
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2002,236.4515708,Europe & Central Asia,High income
Germany,DEU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,8.871872374,Europe & Central Asia,High income
Germany,DEU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0,Europe & Central Asia,High income
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,19.87860262,Europe & Central Asia,High income
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,80.12139738,Europe & Central Asia,High income
Germany,DEU,Urban population growth (annual %),SP.URB.GROW,2002,0.185998657,Europe & Central Asia,High income
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,2002,91.10217105,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,14.75487844,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,57.00822,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,54.65153079,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,45.34846921,Sub-Saharan Africa,Lower middle income
Ghana,GHA,Urban population growth (annual %),SP.URB.GROW,2002,4.32238728,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,2002,2783.1,Europe & Central Asia,High income
Gibraltar,GIB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Europe & Central Asia,High income
Gibraltar,GIB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,Europe & Central Asia,High income
Gibraltar,GIB,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,0,Europe & Central Asia,High income
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,100,Europe & Central Asia,High income
Gibraltar,GIB,Urban population growth (annual %),SP.URB.GROW,2002,0.627164685,Europe & Central Asia,High income
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,2002,84.5773623,Europe & Central Asia,High income
Greece,GRC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,29.21779097,Europe & Central Asia,High income
Greece,GRC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,0.25,Europe & Central Asia,High income
Greece,GRC,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,26.90228904,Europe & Central Asia,High income
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,73.09771096,Europe & Central Asia,High income
Greece,GRC,Urban population growth (annual %),SP.URB.GROW,2002,0.71142267,Europe & Central Asia,High income
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,2002,0.137885248,Europe & Central Asia,High income
Greenland,GRL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Europe & Central Asia,High income
Greenland,GRL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,Europe & Central Asia,High income
Greenland,GRL,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,17.92471313,Europe & Central Asia,High income
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,82.07528687,Europe & Central Asia,High income
Greenland,GRL,Urban population growth (annual %),SP.URB.GROW,2002,0.730308764,Europe & Central Asia,High income
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,2002,318.8352941,Latin America & Caribbean,Upper middle income
Grenada,GRD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,Latin America & Caribbean,Upper middle income
Grenada,GRD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,Latin America & Caribbean,Upper middle income
Grenada,GRD,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,64.08008201,Latin America & Caribbean,Upper middle income
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,35.91991799,Latin America & Caribbean,Upper middle income
Grenada,GRD,Urban population growth (annual %),SP.URB.GROW,2002,0.38596178,Latin America & Caribbean,Upper middle income
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,2002,300.5833333,East Asia & Pacific,High income
Guam,GUM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,,East Asia & Pacific,High income
Guam,GUM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2002,,East Asia & Pacific,High income
Guam,GUM,Rural population (% of total population),SP.RUR.TOTL.ZS,2002,6.583378053,East Asia & Pacific,High income
