Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Heavily indebted poor countries (HIPC),HPC,Urban population growth (annual %),SP.URB.GROW,2007,3.798824525,,
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,2007,25.11990743,,
High income,HIC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,,,
High income,HIC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
High income,HIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,21.74138381,,
High income,HIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,78.25861619,,
High income,HIC,Urban population growth (annual %),SP.URB.GROW,2007,1.010547906,,
IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,2007,60.77843744,,
IBRD only,IBD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,19.99093485,,
IBRD only,IBD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,51.70389524,,
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,48.29610476,,
IBRD only,IBD,Urban population growth (annual %),SP.URB.GROW,2007,2.510394208,,
IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,2007,60.30884697,,
IDA & IBRD total,IBT,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,18.35669277,,
IDA & IBRD total,IBT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,55.29033724,,
IDA & IBRD total,IBT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,44.70966276,,
IDA & IBRD total,IBT,Urban population growth (annual %),SP.URB.GROW,2007,2.748518295,,
IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,2007,96.04557573,,
IDA blend,IDB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,,,
IDA blend,IDB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,59.11109484,,
IDA blend,IDB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,40.88890516,,
IDA blend,IDB,Urban population growth (annual %),SP.URB.GROW,2007,3.832160605,,
IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,2007,48.66461381,,
IDA only,IDX,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,11.27679104,,
IDA only,IDX,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,70.94937842,,
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,29.05062158,,
IDA only,IDX,Urban population growth (annual %),SP.URB.GROW,2007,3.893916796,,
IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,2007,58.85014614,,
IDA total,IDA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,12.75845067,,
IDA total,IDA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,66.79602952,,
IDA total,IDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,33.20397048,,
IDA total,IDA,Urban population growth (annual %),SP.URB.GROW,2007,3.867230899,,
Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,2007,48.06197053,,
Late-demographic dividend,LTE,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,22.5558812,,
Late-demographic dividend,LTE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Late-demographic dividend,LTE,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,47.26198383,,
Late-demographic dividend,LTE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,52.73801617,,
Late-demographic dividend,LTE,Urban population growth (annual %),SP.URB.GROW,2007,2.760927322,,
Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,2007,28.35239253,,
Latin America & Caribbean,LCN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,36.50838424,,
Latin America & Caribbean,LCN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Latin America & Caribbean,LCN,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,22.26873926,,
Latin America & Caribbean,LCN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,77.73126074,,
Latin America & Caribbean,LCN,Urban population growth (annual %),SP.URB.GROW,2007,1.459274814,,
Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,2007,28.40793435,,
Latin America & Caribbean (excluding high income),LAC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,36.26762696,,
Latin America & Caribbean (excluding high income),LAC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,22.45640451,,
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,77.54359549,,
Latin America & Caribbean (excluding high income),LAC,Urban population growth (annual %),SP.URB.GROW,2007,1.486705434,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,2007,27.73289753,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,36.66396919,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,22.35977074,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,77.64022926,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population growth (annual %),SP.URB.GROW,2007,1.501516892,,
Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,2007,44.63153287,,
Least developed countries: UN classification,LDC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,10.84966093,,
Least developed countries: UN classification,LDC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Least developed countries: UN classification,LDC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,71.54470026,,
Least developed countries: UN classification,LDC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,28.45529974,,
Least developed countries: UN classification,LDC,Urban population growth (annual %),SP.URB.GROW,2007,3.939722893,,
Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,2007,72.05582936,,
Low & middle income,LMY,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,18.28808244,,
Low & middle income,LMY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,56.26865564,,
Low & middle income,LMY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,43.73134436,,
Low & middle income,LMY,Urban population growth (annual %),SP.URB.GROW,2007,2.922897499,,
Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,2007,38.66779049,,
Low income,LIC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,10.81969329,,
Low income,LIC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Low income,LIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,71.87815912,,
Low income,LIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,28.12184088,,
Low income,LIC,Urban population growth (annual %),SP.URB.GROW,2007,3.725815959,,
Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,2007,119.4053785,,
Lower middle income,LMC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,14.37935246,,
Lower middle income,LMC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Lower middle income,LMC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,65.03355498,,
Lower middle income,LMC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,34.96644502,,
Lower middle income,LMC,Urban population growth (annual %),SP.URB.GROW,2007,3.091127173,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population density (people per sq. km of land area),EN.POP.DNST,2007,46.14845675,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,21.26152424,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,49.31986701,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,50.68013299,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Urban population growth (annual %),SP.URB.GROW,2007,2.995165947,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Population density (people per sq. km of land area),EN.POP.DNST,2007,53.72434093,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,19.02005383,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,52.0268929,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,47.9731071,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Urban population growth (annual %),SP.URB.GROW,2007,2.646705269,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Population density (people per sq. km of land area),EN.POP.DNST,2007,53.40915257,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,19.02005383,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,52.25205609,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,47.74794391,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Urban population growth (annual %),SP.URB.GROW,2007,2.636352878,,
Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,2007,78.48702136,,
Middle income,MIC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,18.96985403,,
Middle income,MIC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Middle income,MIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,54.78736199,,
Middle income,MIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,45.21263801,,
Middle income,MIC,Urban population growth (annual %),SP.URB.GROW,2007,2.875706129,,
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,2007,18.43508058,,
North America,NAC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,44.1721094,,
North America,NAC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,19.4881692,,
North America,NAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,80.5118308,,
North America,NAC,Urban population growth (annual %),SP.URB.GROW,2007,1.141551483,,
Not classified,INX,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,,,
Not classified,INX,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,2007,35.62430843,,
OECD members,OED,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,35.54974302,,
OECD members,OED,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
OECD members,OED,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,21.93579037,,
OECD members,OED,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,78.06420963,,
OECD members,OED,Urban population growth (annual %),SP.URB.GROW,2007,1.066056835,,
Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,2007,39.16363125,,
Other small states,OSS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,,,
Other small states,OSS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Other small states,OSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,47.85664262,,
Other small states,OSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,52.14335738,,
Other small states,OSS,Urban population growth (annual %),SP.URB.GROW,2007,1.524308878,,
Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,2007,34.55186916,,
Pacific island small states,PSS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,,,
Pacific island small states,PSS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Pacific island small states,PSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,63.86924834,,
Pacific island small states,PSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,36.13075166,,
Pacific island small states,PSS,Urban population growth (annual %),SP.URB.GROW,2007,1.92556019,,
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,2007,33.79349232,,
Post-demographic dividend,PST,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,35.24988344,,
Post-demographic dividend,PST,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Post-demographic dividend,PST,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,20.75290676,,
Post-demographic dividend,PST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,79.24709324,,
Post-demographic dividend,PST,Urban population growth (annual %),SP.URB.GROW,2007,0.939372798,,
Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,2007,38.64365668,,
Pre-demographic dividend,PRE,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,14.20129026,,
Pre-demographic dividend,PRE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Pre-demographic dividend,PRE,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,62.84443885,,
Pre-demographic dividend,PRE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,37.15556115,,
Pre-demographic dividend,PRE,Urban population growth (annual %),SP.URB.GROW,2007,4.073005048,,
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,2007,23.13979746,,
Small states,SST,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,,,
Small states,SST,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Small states,SST,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,50.31328988,,
Small states,SST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,49.68671012,,
Small states,SST,Urban population growth (annual %),SP.URB.GROW,2007,1.256599452,,
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,2007,414.2822533,,
South Asia,SAS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,12.78354011,,
South Asia,SAS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
South Asia,SAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,70.32550268,,
South Asia,SAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,29.67449732,,
South Asia,SAS,Urban population growth (annual %),SP.URB.GROW,2007,2.900811473,,
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,2007,414.2822533,,
South Asia (IDA & IBRD),TSA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,12.78354011,,
South Asia (IDA & IBRD),TSA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
South Asia (IDA & IBRD),TSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,70.32550268,,
South Asia (IDA & IBRD),TSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,29.67449732,,
South Asia (IDA & IBRD),TSA,Urban population growth (annual %),SP.URB.GROW,2007,2.900811473,,
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,2007,38.48166774,,
Sub-Saharan Africa,SSF,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,13.68288675,,
Sub-Saharan Africa,SSF,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Sub-Saharan Africa,SSF,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,63.89874103,,
Sub-Saharan Africa,SSF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,36.10125897,,
Sub-Saharan Africa,SSF,Urban population growth (annual %),SP.URB.GROW,2007,4.025992376,,
Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,2007,38.47851988,,
Sub-Saharan Africa (excluding high income),SSA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,13.68288675,,
Sub-Saharan Africa (excluding high income),SSA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Sub-Saharan Africa (excluding high income),SSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,63.89942652,,
Sub-Saharan Africa (excluding high income),SSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,36.10057348,,
Sub-Saharan Africa (excluding high income),SSA,Urban population growth (annual %),SP.URB.GROW,2007,4.026445424,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,2007,38.48166774,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,13.68288675,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,63.89874103,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,36.10125897,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population growth (annual %),SP.URB.GROW,2007,4.025992376,,
Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,2007,61.10699588,,
Upper middle income,UMC,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,22.77285347,,
Upper middle income,UMC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
Upper middle income,UMC,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,46.28327472,,
Upper middle income,UMC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,53.71672528,,
Upper middle income,UMC,Urban population growth (annual %),SP.URB.GROW,2007,2.759514397,,
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,2007,52.91540529,,
World,WLD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,21.39698505,,
World,WLD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2007,,,
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,2007,49.58453354,,
World,WLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,50.41546646,,
World,WLD,Urban population growth (annual %),SP.URB.GROW,2007,2.344375132,,
Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,2008,40.67248315,,
Africa Eastern and Southern,AFE,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,12.67131434,,
Africa Eastern and Southern,AFE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,58.62996645,,
Africa Eastern and Southern,AFE,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,68.15100042,,
Africa Eastern and Southern,AFE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,31.84899958,,
Africa Eastern and Southern,AFE,Urban population growth (annual %),SP.URB.GROW,2008,4.261424688,,
Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,2008,38.04574454,,
Africa Western and Central,AFW,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,15.45158138,,
Africa Western and Central,AFW,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,61.70682096,,
Africa Western and Central,AFW,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,56.41143903,,
Africa Western and Central,AFW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,43.58856097,,
Africa Western and Central,AFW,Urban population growth (annual %),SP.URB.GROW,2008,4.141968106,,
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,2008,30.9456223,,
Arab World,ARB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,22.0490234,,
Arab World,ARB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,33.37676186,,
Arab World,ARB,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,44.98786935,,
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,55.01213065,,
Arab World,ARB,Urban population growth (annual %),SP.URB.GROW,2008,3.195382076,,
Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,2008,10.35051499,,
Caribbean small states,CSS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,,,
Caribbean small states,CSS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,12.02658591,,
Caribbean small states,CSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,49.57985592,,
Caribbean small states,CSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,50.42014408,,
Caribbean small states,CSS,Urban population growth (annual %),SP.URB.GROW,2008,0.295269691,,
Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,2008,95.18263316,,
Central Europe and the Baltics,CEB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,,,
Central Europe and the Baltics,CEB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,2.139202478,,
Central Europe and the Baltics,CEB,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,38.12515911,,
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,61.87484089,,
Central Europe and the Baltics,CEB,Urban population growth (annual %),SP.URB.GROW,2008,-0.177245393,,
Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,2008,86.31758764,,
Early-demographic dividend,EAR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,16.93199753,,
Early-demographic dividend,EAR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,,,
Early-demographic dividend,EAR,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,58.71053306,,
Early-demographic dividend,EAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,41.28946694,,
Early-demographic dividend,EAR,Urban population growth (annual %),SP.URB.GROW,2008,2.645353089,,
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,2008,89.27043446,,
East Asia & Pacific,EAS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,,,
East Asia & Pacific,EAS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,,,
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,49.78213202,,
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,50.21786798,,
East Asia & Pacific,EAS,Urban population growth (annual %),SP.URB.GROW,2008,2.589848571,,
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,2008,121.6248792,,
East Asia & Pacific (excluding high income),EAP,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,,,
East Asia & Pacific (excluding high income),EAP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,,,
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,54.30665034,,
East Asia & Pacific (excluding high income),EAP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,45.69334966,,
East Asia & Pacific (excluding high income),EAP,Urban population growth (annual %),SP.URB.GROW,2008,2.899701344,,
East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,2008,120.9852077,,
East Asia & Pacific (IDA & IBRD countries),TEA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,54.4910035,,
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,45.5089965,,
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population growth (annual %),SP.URB.GROW,2008,2.938290024,,
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,2008,122.2500537,,
Euro area,EMU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,18.54658004,,
Euro area,EMU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,0.162952958,,
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,25.17211718,,
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,74.82788282,,
Euro area,EMU,Urban population growth (annual %),SP.URB.GROW,2008,0.615297919,,
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,2008,32.23716232,,
Europe & Central Asia,ECS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,19.14159084,,
Europe & Central Asia,ECS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,2008,3.888193019,,
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,2008,29.83571124,,
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,70.16428876,,
Europe & Central Asia,ECS,Urban population growth (annual %),SP.URB.GROW,2008,0.685127762,,
